[2022-07-12 10:56:06,941] Register - Step 01: Navigate to 'Register' page
[2022-08-11 09:09:12,465] Pre-condition - Step 04: Click to login button
[2022-08-11 09:09:16,050] Create_Post - Step 01: Click to 'Post' menu link
[2022-08-11 09:09:17,903] Create_Post - Step 02: Get 'Search Post' page Url
[2022-08-11 09:09:17,906] Create_Post - Step 03: Click to 'Add new' button
[2022-08-11 09:09:20,927] Create_Post - Step 04: Enter to post title :Live Coding Title 32525
[2022-08-11 09:09:21,706] Create_Post - Step 05: Enter to post body :Live Coding Body 32525
[2022-08-11 09:09:22,124] Search_Post - Step 01: Open 'Search Post' page
[2022-08-11 09:09:25,226] Search_Post - Step 02: Enter to Search textbox
[2022-08-11 09:09:25,385] Search_Post - Step 03: Click to 'Search Posts' button
[2022-08-11 09:09:28,519] Search_Post - Step 04: Verify Search table contains 'Live Coding Title 32525'
[2022-08-11 09:09:58,642] Edit_Post - Step 01: Open Admin Url
[2022-08-11 09:09:58,699] Delete_Post - Step 01: Open Admin Url
[2022-08-11 09:17:26,858] Pre-condition - Step 01: Open browser and Admin Url
[2022-08-11 09:17:34,830] Pre-condition - Step 02: Enter to Username textbox : quanganh
[2022-08-11 09:17:35,033] Pre-condition - Step 03: Enter to Password textbox : Anh123456
[2022-08-11 09:17:35,121] Pre-condition - Step 04: Click to login button
[2022-08-11 09:17:38,558] Create_Post - Step 01: Click to 'Post' menu link
[2022-08-11 09:17:40,366] Create_Post - Step 02: Get 'Search Post' page Url
[2022-08-11 09:17:40,369] Create_Post - Step 03: Click to 'Add new' button
[2022-08-11 09:17:43,320] Create_Post - Step 04: Enter to post title :Live Coding Title 44916
[2022-08-11 09:17:44,089] Create_Post - Step 05: Enter to post body :Live Coding Body 44916
[2022-08-11 09:17:44,576] Search_Post - Step 01: Open 'Search Post' page
[2022-08-11 09:17:47,880] Search_Post - Step 02: Enter to Search textbox
[2022-08-11 09:17:48,070] Search_Post - Step 03: Click to 'Search Posts' button
[2022-08-11 09:17:51,228] Search_Post - Step 04: Verify Search table contains 'Live Coding Title 44916'
[2022-08-11 09:18:21,352] Edit_Post - Step 01: Open Admin Url
[2022-08-11 09:18:21,421] Delete_Post - Step 01: Open Admin Url
[2022-08-11 09:57:20,520] Pre-condition - Step 01: Open browser and Admin Url
[2022-08-11 09:57:31,035] Pre-condition - Step 02: Enter to Username textbox : quanganh
[2022-08-11 09:57:31,239] Pre-condition - Step 03: Enter to Password textbox : Anh123456
[2022-08-11 09:57:31,343] Pre-condition - Step 04: Click to login button
[2022-08-11 09:57:34,859] Create_Post - Step 01: Click to 'Post' menu link
[2022-08-11 09:57:36,722] Create_Post - Step 02: Get 'Search Post' page Url
[2022-08-11 09:57:36,725] Create_Post - Step 03: Click to 'Add new' button
[2022-08-11 09:57:39,647] Create_Post - Step 04: Enter to post title :Live Coding Title 3479
[2022-08-11 09:57:40,437] Create_Post - Step 05: Enter to post body :Live Coding Body 3479
[2022-08-11 09:57:40,886] Search_Post - Step 01: Open 'Search Post' page
[2022-08-11 09:57:44,052] Search_Post - Step 02: Enter to Search textbox
[2022-08-11 09:57:44,227] Search_Post - Step 03: Click to 'Search Posts' button
[2022-08-11 09:57:47,400] Search_Post - Step 04: Verify Search table contains 'Live Coding Title 3479'
[2022-08-11 09:58:17,507] Edit_Post - Step 01: Open Admin Url
[2022-08-11 09:58:17,565] Delete_Post - Step 01: Open Admin Url
[2022-08-11 10:01:32,038] Pre-condition - Step 01: Open browser and Admin Url
[2022-08-11 10:01:38,946] Pre-condition - Step 02: Enter to Username textbox : quanganh
[2022-08-11 10:01:39,147] Pre-condition - Step 03: Enter to Password textbox : Anh123456
[2022-08-11 10:01:39,233] Pre-condition - Step 04: Click to login button
[2022-08-11 10:01:42,569] Create_Post - Step 01: Click to 'Post' menu link
[2022-08-11 10:01:44,868] Create_Post - Step 02: Get 'Search Post' page Url
[2022-08-11 10:01:44,870] Create_Post - Step 03: Click to 'Add new' button
[2022-08-11 10:01:48,049] Create_Post - Step 04: Enter to post title :Live Coding Title 62948
[2022-08-11 10:01:48,714] Create_Post - Step 05: Enter to post body :Live Coding Body 62948
[2022-08-11 10:01:49,145] Search_Post - Step 01: Open 'Search Post' page
[2022-08-11 10:01:52,614] Search_Post - Step 02: Enter to Search textbox
[2022-08-11 10:01:52,812] Search_Post - Step 03: Click to 'Search Posts' button
[2022-08-11 10:01:56,990] Search_Post - Step 04: Verify Search table contains 'Live Coding Title 62948'
[2022-08-11 10:02:27,114] Edit_Post - Step 01: Open Admin Url
[2022-08-11 10:02:27,168] Delete_Post - Step 01: Open Admin Url
[2022-08-11 10:04:07,603] Pre-condition - Step 01: Open browser and Admin Url
[2022-08-11 10:04:14,786] Pre-condition - Step 02: Enter to Username textbox : quanganh
[2022-08-11 10:04:15,020] Pre-condition - Step 03: Enter to Password textbox : Anh123456
[2022-08-11 10:04:15,182] Pre-condition - Step 04: Click to login button
[2022-08-11 10:04:18,750] Create_Post - Step 01: Click to 'Post' menu link
[2022-08-11 10:04:21,663] Create_Post - Step 02: Get 'Search Post' page Url
[2022-08-11 10:04:21,669] Create_Post - Step 03: Click to 'Add new' button
[2022-08-11 10:04:25,084] Create_Post - Step 04: Enter to post title :Live Coding Title 49292
[2022-08-11 10:04:26,678] Create_Post - Step 05: Enter to post body :Live Coding Body 49292
[2022-08-11 10:04:28,722] Create_Post - Step 06: Click to 'Publish' button
[2022-08-11 10:04:29,058] Create_Post - Step 07: Click to 'Pre_Publish' button
[2022-08-11 10:04:29,369] Create_Post - Step 08: Verify 'Post published.' message is displayed
[2022-08-11 10:04:31,799]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:04:31,888] Search_Post - Step 01: Open 'Search Post' page
[2022-08-11 10:04:33,635] Search_Post - Step 02: Enter to Search textbox
[2022-08-11 10:04:33,839] Search_Post - Step 03: Click to 'Search Posts' button
[2022-08-11 10:04:37,107] Search_Post - Step 04: Verify Search table contains 'Live Coding Title 49292'
[2022-08-11 10:04:37,196]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:04:37,196] Search_Post - Step 05: Verify Search table contains 'quanganh'
[2022-08-11 10:04:37,273]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:04:37,274] Search_Post - Step 06: Open User Url
[2022-08-11 10:04:38,989] Search_Post - Step 07: Verify Post info displayed at Home page
[2022-08-11 10:04:39,065]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:04:39,128]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:04:39,205]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:04:39,281]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:04:39,282] Search_Post - Step 08: Click to Post title
[2022-08-11 10:04:40,883] Search_Post - Step 09: Verify Post info displayed at Post detail page
[2022-08-11 10:04:40,959]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:04:41,050]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:04:41,117]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:04:41,179]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:04:41,186] Edit_Post - Step 01: Open Admin Url
[2022-08-11 10:04:42,971] Edit_Post - Step 02: Click to 'Post' menu link
[2022-08-11 10:04:44,720] Edit_Post - Step 03: Enter to Search textbox
[2022-08-11 10:04:44,903] Edit_Post - Step 04: Click to 'Search Posts' button
[2022-08-11 10:04:48,638] Edit_Post - Step 05: Click to Post Title link and navigata to Edit Post page
[2022-08-11 10:04:51,807] Edit_Post - Step 06: Enter to post title : Edit Title 49292
[2022-08-11 10:04:52,783] Edit_Post - Step 07: Enter to post body : Edit Body 49292
[2022-08-11 10:04:54,591] Edit_Post - Step 08: Click to 'Update' button
[2022-08-11 10:04:55,154] Edit_Post - Step 09: Verify 'Post updated.' message is displayed
[2022-08-11 10:04:57,208]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:04:57,208] Edit_Post - Step 10: Open 'Search Post' page
[2022-08-11 10:04:58,900] Edit_Post - Step 11: Enter to Search textbox
[2022-08-11 10:04:59,073] Edit_Post - Step 12: Click to 'Search Posts' button
[2022-08-11 10:05:02,244] Edit_Post - Step 13: Verify Search table contains 'Edit Title 49292'
[2022-08-11 10:05:02,323]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:05:02,323] Edit_Post - Step 14: Verify Search table contains 'quanganh'
[2022-08-11 10:05:02,402]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:05:02,403] Edit_Post - Step 15: Open User Url
[2022-08-11 10:05:03,865] Edit_Post - Step 16: Verify Post info displayed at Home page
[2022-08-11 10:05:03,932]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:05:03,995]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:05:04,057]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:05:04,135]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:05:04,135] Edit_Post - Step 17: Click to Post title
[2022-08-11 10:05:05,644] Edit_Post - Step 18: Verify Post info displayed at Post detail page
[2022-08-11 10:05:05,715]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:05:05,778]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:05:05,839]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:05:05,903]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:05:05,910] Delete_Post - Step 01: Open Admin Url
[2022-08-11 10:05:07,664] Delete_Post - Step 02: Click to 'Post' menu link
[2022-08-11 10:05:09,402] Delete_Post - Step 03: Enter to Search textbox
[2022-08-11 10:05:09,572] Delete_Post - Step 04: Click to 'Search Posts' button
[2022-08-11 10:05:12,703] Delete_Post - Step 05: Select Post detail checkbox
[2022-08-11 10:05:12,828] Delete_Post - Step 06: Select 'Move to Trash' item in dropdown
[2022-08-11 10:05:12,986] Delete_Post - Step 07: Click to 'Apply' button
[2022-08-11 10:05:16,086] Delete_Post - Step 08: Verify '1 post moved to the Trash.' message is displayed
[2022-08-11 10:05:16,180]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:05:16,180] Delete_Post - Step 09: Enter to Search textbox
[2022-08-11 10:05:16,345] Delete_Post - Step 10: Click to 'Search Posts' button
[2022-08-11 10:05:19,375] Delete_Post - Step 11: Verify 'No posts found.' message is displayed
[2022-08-11 10:05:19,484]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:05:19,484] Delete_Post - Step 12: Open User Url
[2022-08-11 10:05:20,999] Delete_Post - Step 13: Verify Post title undisplayed at Home page
[2022-08-11 10:05:26,069]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:05:26,069] Delete_Post - Step 14: Enter to Search textbox
[2022-08-11 10:05:26,216] Delete_Post - Step 15: Click to 'Search' button
[2022-08-11 10:05:27,735] Delete_Post - Step 16: Verify 'Nothing Found' message is displayed
[2022-08-11 10:05:27,806]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:05:27,835] Pre-condition - Step 01: Open browser and Admin Url
[2022-08-11 10:05:34,170] Pre-condition - Step 02: Enter to Username textbox : quanganh
[2022-08-11 10:05:34,419] Pre-condition - Step 03: Enter to Password textbox : Anh123456
[2022-08-11 10:05:34,508] Pre-condition - Step 04: Click to login button
[2022-08-11 10:05:40,473] Create_Post - Step 01: Click to 'Post' menu link
[2022-08-11 10:05:46,267] Create_Post - Step 02: Get 'Search Post' page Url
[2022-08-11 10:05:46,270] Create_Post - Step 03: Click to 'Add new' button
[2022-08-11 10:05:49,313] Create_Post - Step 04: Enter to post title :Live Coding Title 32409
[2022-08-11 10:05:50,194] Create_Post - Step 05: Enter to post body :Live Coding Body 32409
[2022-08-11 10:05:52,667] Create_Post - Step 06: Click to 'Publish' button
[2022-08-11 10:05:53,553] Create_Post - Step 07: Click to 'Pre_Publish' button
[2022-08-11 10:05:53,930] Create_Post - Step 08: Verify 'Post published.' message is displayed
[2022-08-11 10:05:57,529]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:05:57,536] Search_Post - Step 01: Open 'Search Post' page
[2022-08-11 10:05:59,284] Search_Post - Step 02: Enter to Search textbox
[2022-08-11 10:05:59,471] Search_Post - Step 03: Click to 'Search Posts' button
[2022-08-11 10:06:02,753] Search_Post - Step 04: Verify Search table contains 'Live Coding Title 32409'
[2022-08-11 10:06:02,866]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:06:02,867] Search_Post - Step 05: Verify Search table contains 'quanganh'
[2022-08-11 10:06:03,016]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:06:03,016] Search_Post - Step 06: Open User Url
[2022-08-11 10:06:04,748] Search_Post - Step 07: Verify Post info displayed at Home page
[2022-08-11 10:06:04,836]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:06:04,901]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:06:04,965]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:06:05,027]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:06:05,027] Search_Post - Step 08: Click to Post title
[2022-08-11 10:06:06,598] Search_Post - Step 09: Verify Post info displayed at Post detail page
[2022-08-11 10:06:06,666]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:06:06,742]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:06:06,807]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:06:06,870]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:06:06,878] Edit_Post - Step 01: Open Admin Url
[2022-08-11 10:06:08,633] Edit_Post - Step 02: Click to 'Post' menu link
[2022-08-11 10:06:10,425] Edit_Post - Step 03: Enter to Search textbox
[2022-08-11 10:06:10,567] Edit_Post - Step 04: Click to 'Search Posts' button
[2022-08-11 10:06:13,716] Edit_Post - Step 05: Click to Post Title link and navigata to Edit Post page
[2022-08-11 10:06:16,453] Edit_Post - Step 06: Enter to post title : Edit Title 32409
[2022-08-11 10:06:17,021] Edit_Post - Step 07: Enter to post body : Edit Body 32409
[2022-08-11 10:06:18,594] Edit_Post - Step 08: Click to 'Update' button
[2022-08-11 10:06:19,115] Edit_Post - Step 09: Verify 'Post updated.' message is displayed
[2022-08-11 10:06:22,256]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:06:22,256] Edit_Post - Step 10: Open 'Search Post' page
[2022-08-11 10:06:23,929] Edit_Post - Step 11: Enter to Search textbox
[2022-08-11 10:06:24,105] Edit_Post - Step 12: Click to 'Search Posts' button
[2022-08-11 10:06:27,501] Edit_Post - Step 13: Verify Search table contains 'Edit Title 32409'
[2022-08-11 10:06:27,627]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:06:27,628] Edit_Post - Step 14: Verify Search table contains 'quanganh'
[2022-08-11 10:06:27,707]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:06:27,707] Edit_Post - Step 15: Open User Url
[2022-08-11 10:06:29,249] Edit_Post - Step 16: Verify Post info displayed at Home page
[2022-08-11 10:06:29,385]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:06:29,447]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:06:29,511]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:06:29,574]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:06:29,574] Edit_Post - Step 17: Click to Post title
[2022-08-11 10:06:31,181] Edit_Post - Step 18: Verify Post info displayed at Post detail page
[2022-08-11 10:06:31,273]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:06:31,341]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:06:31,401]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:06:31,463]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:06:31,469] Delete_Post - Step 01: Open Admin Url
[2022-08-11 10:06:33,239] Delete_Post - Step 02: Click to 'Post' menu link
[2022-08-11 10:06:35,043] Delete_Post - Step 03: Enter to Search textbox
[2022-08-11 10:06:35,185] Delete_Post - Step 04: Click to 'Search Posts' button
[2022-08-11 10:06:38,364] Delete_Post - Step 05: Select Post detail checkbox
[2022-08-11 10:06:38,693] Delete_Post - Step 06: Select 'Move to Trash' item in dropdown
[2022-08-11 10:06:39,023] Delete_Post - Step 07: Click to 'Apply' button
[2022-08-11 10:06:42,191] Delete_Post - Step 08: Verify '1 post moved to the Trash.' message is displayed
[2022-08-11 10:06:42,314]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:06:42,314] Delete_Post - Step 09: Enter to Search textbox
[2022-08-11 10:06:42,423] Delete_Post - Step 10: Click to 'Search Posts' button
[2022-08-11 10:06:45,560] Delete_Post - Step 11: Verify 'No posts found.' message is displayed
[2022-08-11 10:06:45,657]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:06:45,657] Delete_Post - Step 12: Open User Url
[2022-08-11 10:06:47,250] Delete_Post - Step 13: Verify Post title undisplayed at Home page
[2022-08-11 10:06:52,301]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:06:52,301] Delete_Post - Step 14: Enter to Search textbox
[2022-08-11 10:06:52,401] Delete_Post - Step 15: Click to 'Search' button
[2022-08-11 10:06:53,933] Delete_Post - Step 16: Verify 'Nothing Found' message is displayed
[2022-08-11 10:06:54,012]  -------------------------- PASSED -------------------------- 
[2022-08-11 10:11:34,261] Register - Step 01: Navigate to 'Register' page
[2022-08-11 10:11:35,077] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-11 10:11:35,174] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-11 10:11:36,226] Register - Step 04: Enter to Email textbox with value is 'quanganh41150@gmail.com'
[2022-08-11 10:11:36,370] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-11 10:11:36,457] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-11 10:11:36,553] Register - Step 07: Click to 'Register' button
[2022-08-11 10:11:37,310] Register - Step 08: Verify Register success message is displayed
[2022-08-11 10:11:37,437] Login - Step 01: Navigate to Login page
[2022-08-11 10:11:38,570] Login - Step 02: Enter to Email textbox with value is 'quanganh41150@gmail.com'
[2022-08-11 10:11:38,669] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-11 10:11:38,760] Login - Step 04: Click to 'Login' button
[2022-08-11 10:11:39,447] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-11 10:11:39,525] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-11 10:11:40,028] MyAccount - Step 02: Verify 'Customer Info' page is displayed
[2022-08-11 10:11:40,095] MyAccount - Step 03: Verify 'Fist Name' value is correctly
[2022-08-11 10:11:40,154] MyAccount - Step 04: Verify 'Last Name' value is correctly
[2022-08-11 10:11:40,217] MyAccount - Step 05: Verify 'Email' value is correctly
[2022-08-11 10:11:40,281] OS name = windows 10
[2022-08-11 10:11:40,281] Driver instance name = firefoxdriver: firefox on windows (cb75f30f-e440-41bc-b0ae-99d0a7c10738)
[2022-08-11 10:13:44,590] Register - Step 01: Navigate to 'Register' page
[2022-08-11 10:13:45,438] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-11 10:13:45,535] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-11 10:13:46,574] Register - Step 04: Enter to Email textbox with value is 'quanganh57572@gmail.com'
[2022-08-11 10:13:46,717] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-11 10:13:46,802] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-11 10:13:46,883] Register - Step 07: Click to 'Register' button
[2022-08-11 10:13:47,659] Register - Step 08: Verify Register success message is displayed
[2022-08-11 10:13:47,781] Login - Step 01: Navigate to Login page
[2022-08-11 10:13:48,949] Login - Step 02: Enter to Email textbox with value is 'quanganh57572@gmail.com'
[2022-08-11 10:13:49,043] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-11 10:13:49,133] Login - Step 04: Click to 'Login' button
[2022-08-11 10:13:49,810] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-11 10:13:49,877] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-11 10:13:50,348] MyAccount - Step 02: Verify 'Customer Info' page is displayed
[2022-08-11 10:13:50,414] MyAccount - Step 03: Verify 'Fist Name' value is correctly
[2022-08-11 10:13:50,469] MyAccount - Step 04: Verify 'Last Name' value is correctly
[2022-08-11 10:13:50,534] MyAccount - Step 05: Verify 'Email' value is correctly
[2022-08-11 10:20:00,903] Register - Step 01: Navigate to 'Register' page
[2022-08-11 10:20:01,764] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-11 10:20:01,861] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-11 10:20:02,912] Register - Step 04: Enter to Email textbox with value is 'quanganh87181@gmail.com'
[2022-08-11 10:20:03,072] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-11 10:20:03,158] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-11 10:20:03,238] Register - Step 07: Click to 'Register' button
[2022-08-11 10:20:04,025] Register - Step 08: Verify Register success message is displayed
[2022-08-11 10:20:04,975] Login - Step 01: Navigate to Login page
[2022-08-11 10:20:07,668] Login - Step 02: Enter to Email textbox with value is 'quanganh87181@gmail.com'
[2022-08-11 10:20:07,756] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-11 10:20:07,847] Login - Step 04: Click to 'Login' button
[2022-08-11 10:20:08,570] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-11 10:20:08,640] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-11 10:20:09,147] MyAccount - Step 02: Verify 'Customer Info' page is displayed
[2022-08-11 10:20:09,232] MyAccount - Step 03: Verify 'Fist Name' value is correctly
[2022-08-11 10:20:09,291] MyAccount - Step 04: Verify 'Last Name' value is correctly
[2022-08-11 10:20:09,352] MyAccount - Step 05: Verify 'Email' value is correctly
[2022-08-11 10:24:27,928] Register - Step 01: Navigate to 'Register' page
[2022-08-11 10:24:28,677] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-11 10:24:28,820] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-11 10:24:29,401] Register - Step 04: Enter to Email textbox with value is 'quanganh68224@gmail.com'
[2022-08-11 10:24:29,606] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-11 10:24:29,746] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-11 10:24:29,894] Register - Step 07: Click to 'Register' button
[2022-08-11 10:24:30,727] Register - Step 08: Verify Register success message is displayed
[2022-08-11 10:24:30,862] Login - Step 01: Navigate to Login page
[2022-08-11 10:24:32,240] Login - Step 02: Enter to Email textbox with value is 'quanganh68224@gmail.com'
[2022-08-11 10:24:32,377] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-11 10:24:32,511] Login - Step 04: Click to 'Login' button
[2022-08-11 10:24:33,279] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-11 10:24:33,366] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-11 10:24:33,903] MyAccount - Step 02: Verify 'Customer Info' page is displayed
[2022-08-11 10:24:33,970] MyAccount - Step 03: Verify 'Fist Name' value is correctly
[2022-08-11 10:24:34,031] MyAccount - Step 04: Verify 'Last Name' value is correctly
[2022-08-11 10:24:34,093] MyAccount - Step 05: Verify 'Email' value is correctly
[2022-08-11 10:27:36,558] Register - Step 01: Navigate to 'Register' page
[2022-08-11 10:27:37,441] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-11 10:27:37,557] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-11 10:27:38,660] Register - Step 04: Enter to Email textbox with value is 'quanganh56739@gmail.com'
[2022-08-11 10:27:38,806] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-11 10:27:38,894] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-11 10:27:38,984] Register - Step 07: Click to 'Register' button
[2022-08-11 10:27:39,917] Register - Step 08: Verify Register success message is displayed
[2022-08-11 10:27:40,130] Login - Step 01: Navigate to Login page
[2022-08-11 10:27:41,399] Login - Step 02: Enter to Email textbox with value is 'quanganh56739@gmail.com'
[2022-08-11 10:27:41,534] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-11 10:27:41,638] Login - Step 04: Click to 'Login' button
[2022-08-11 10:27:42,415] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-11 10:27:42,497] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-11 10:27:43,020] MyAccount - Step 02: Verify 'Customer Info' page is displayed
[2022-08-11 10:27:43,091] MyAccount - Step 03: Verify 'Fist Name' value is correctly
[2022-08-11 10:27:43,148] MyAccount - Step 04: Verify 'Last Name' value is correctly
[2022-08-11 10:27:43,208] MyAccount - Step 05: Verify 'Email' value is correctly
[2022-08-11 10:34:46,412] Register - Step 01: Navigate to 'Register' page
[2022-08-11 10:34:47,231] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-11 10:34:47,332] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-11 10:34:48,376] Register - Step 04: Enter to Email textbox with value is 'quanganh18217@gmail.com'
[2022-08-11 10:34:48,521] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-11 10:34:48,608] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-11 10:34:48,702] Register - Step 07: Click to 'Register' button
[2022-08-11 10:34:49,498] Register - Step 08: Verify Register success message is displayed
[2022-08-11 10:34:49,629] Login - Step 01: Navigate to Login page
[2022-08-11 10:34:50,770] Login - Step 02: Enter to Email textbox with value is 'quanganh18217@gmail.com'
[2022-08-11 10:34:50,863] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-11 10:34:50,955] Login - Step 04: Click to 'Login' button
[2022-08-11 10:34:51,652] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-11 10:34:51,749] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-11 10:34:52,225] MyAccount - Step 02: Verify 'Customer Info' page is displayed
[2022-08-11 10:34:52,299] MyAccount - Step 03: Verify 'Fist Name' value is correctly
[2022-08-11 10:34:52,356] MyAccount - Step 04: Verify 'Last Name' value is correctly
[2022-08-11 10:34:52,418] MyAccount - Step 05: Verify 'Email' value is correctly
[2022-08-11 10:36:25,118] Register - Step 01: Navigate to 'Register' page
[2022-08-11 10:36:25,989] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-11 10:36:26,102] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-11 10:36:27,157] Register - Step 04: Enter to Email textbox with value is 'quanganh30595@gmail.com'
[2022-08-11 10:36:27,314] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-11 10:36:27,401] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-11 10:36:27,490] Register - Step 07: Click to 'Register' button
[2022-08-11 10:36:28,288] Register - Step 08: Verify Register success message is displayed
[2022-08-11 10:36:28,414] Login - Step 01: Navigate to Login page
[2022-08-11 10:36:29,570] Login - Step 02: Enter to Email textbox with value is 'quanganh30595@gmail.com'
[2022-08-11 10:36:29,660] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-11 10:36:29,757] Login - Step 04: Click to 'Login' button
[2022-08-11 10:36:30,451] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-11 10:36:30,533] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-11 10:36:31,033] MyAccount - Step 02: Verify 'Customer Info' page is displayed
[2022-08-11 10:36:31,105] MyAccount - Step 03: Verify 'Fist Name' value is correctly
[2022-08-11 10:36:31,162] MyAccount - Step 04: Verify 'Last Name' value is correctly
[2022-08-11 10:36:31,223] MyAccount - Step 05: Verify 'Email' value is correctly
[2022-08-11 10:39:28,663] Register - Step 01: Navigate to 'Register' page
